User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,team_playing,opponent,is_home,target,Year,Month,Day,Hour,Referee,team_playing_ft_goals_rolling_mean,team_playing_ht_goals_rolling_mean,team_playing_total_shots_rolling_mean,team_playing_shots_on_target_rolling_mean,team_playing_fouls_committed_rolling_mean,team_playing_corners_won_rolling_mean,team_playing_yellow_cards_rolling_mean,team_playing_red_cards_rolling_mean,opponent_ft_goals_rolling_mean,opponent_ht_goals_rolling_mean,opponent_total_shots_rolling_mean,opponent_shots_on_target_rolling_mean,opponent_fouls_committed_rolling_mean,opponent_corners_won_rolling_mean,opponent_yellow_cards_rolling_mean,opponent_red_cards_rolling_mean,target_rolling_mean,Date,company,mcap,operating margin,net debt / ebit,roe,croic,p/fcf,revenues,ev/fcf,total_score,gross margin,Year,Ratings,Genre,Gross,Budget,Screens,Sequel,Sentiment,Views,Likes,Dislikes,Comments,Aggregate.Followers,CustomerID,Age,Months as a Customer,Number of Products,Average Balance Feed Index,Personal Debt to Equity Ratio,Has Bad Payment Record,Marital Status,Age Youngest Child,Number of Workers in Household,Income,Payed the Personal Loan,Id,Time,Value,Unnamed: 0,Address,Zip,Price,Area,Room,Lon,Lat,image_path,height,width,image_id,bbox,area,iscrowd,ignore,segmentation,category_id,category_name,annotation_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
87,Tammy Ward,shannon33@example.com,shannon33,1974-03-16,Female,Lake Stephanieside,2024-01-28,2025-01-27,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,Low,4.8,4,Crystal Palace,Brighton,1,0,2020,10,18,14,S Attwell,1.2,0.8,6.4,2.0,13.2,4.8,1.8,0.0,1.6,0.4,13.8,4.6,13.6,6.2,1.6,0.2,0.4,2020-10-18 14:00:00,BlueLinx Holdings Inc.,1014483130,0.04844,0.91092,0.15621,0.26086,9.26603,0.20301,9.90538,"Average Quality, Fair Valuation",0.17109,2014.0,7.2,8,76100000.0,55000000.0,3303.0,1,14.0,2028767.0,3829.0,500.0,665.0,124000.0,74258618,29,0,1,0,24,0,S,0,7,39255,F,2022484408,4/1/2016 8:05:30 AM,87,87,"De Wittenkade 23 2V, Amsterdam",1052 AA,285000.0,29,2,4.880046,52.384661,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[511, 430, 37, 38]",1406,0,0,[],1,mango,106,ee3a81b2771fec5f9e982cdb1b3a4804,a9a77b4e25980b7ca58cb71f878abb27,37500,itajuba,MG,87,0,0,24.0,1.0,1514.0,27029.0,24.0,1733.0,MO,0.0,17.2,MALE,SELF,OWNED,10-11-1977,36.0,1,1,0,,0,,,27029.0,,,0,0,0,TIER 3,0
88,Mary Fernandez,richardsjimmy@example.com,richardsjimmy,1990-04-27,Male,Melissamouth,2024-02-10,2025-02-09,Monthly,Amex,Manual,Regular,Books,Romance,Smart TV,Low,4.4,2,Brighton,Crystal Palace,0,0,2020,10,18,14,S Attwell,1.8,0.8,15.0,4.0,13.4,5.4,1.6,0.4,2.2,1.0,7.0,3.0,14.2,3.2,1.6,0.0,0.2,2020-10-18 14:00:00,BMW Group,48188699228,0.12046,5.8935,0.1704,0.0739,2.93624,0.22336,8.67981,"Moderate Quality, Overvalued",0.19765,2014.0,5.0,15,32500000.0,5000000.0,2867.0,1,0.0,105480.0,352.0,45.0,85.0,11444.0,71411773,60,12,0,0,62,0,U,33,11,52907,F,2022484408,4/1/2016 8:05:45 AM,86,88,"Keizersgracht 343 F, Amsterdam",1016 EH,995000.0,97,2,4.884982,52.369202,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[381, 441, 48, 47]",2256,0,0,[],1,mango,107,784c407781aa34749a388c9283782b56,eca666aec08df69fe31aa9a11d4a3302,90670,porto alegre,RS,88,0,1,22.0,2.0,2333.0,45900.0,24.0,3892.0,SC,1.0,10.99,FEMALE,SAL,OWNED,01-01-1991,23.0,4,3,1,300000.0,0,300000.0,,45900.0,,46.0,0,0,0,TIER 3,0
89,Gilbert Brown,ashleytate@example.net,ashleytate,1984-03-24,Male,Amyborough,2024-02-27,2025-02-26,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smart TV,Low,4.0,2,Tottenham,West Ham,1,0,2020,10,18,16,P Tierney,3.0,1.8,14.8,7.4,14.2,4.8,1.2,0.0,1.6,0.4,10.6,3.6,11.6,3.8,3.0,0.2,0.4,2020-10-18 16:00:00,BOISE CASCADE Co,5306740995,0.07595,-0.55784,0.19072,0.16983,21.03495,0.34989,19.56841,"Good Quality, Fair Valuation",0.20102,2014.0,6.8,12,83300000.0,132000000.0,32.0,1,8.0,1223790.0,2934.0,123.0,226.0,47200.0,71482015,28,48,0,0,32,0,S,1,16,39367,F,2022484408,4/1/2016 8:05:55 AM,86,89,"Geschutswerf 81, Amsterdam",1018 AW,1475000.0,220,5,4.920481,52.366984,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[446, 450, 33, 35]",1155,0,0,[],1,mango,108,3f6ede29d4c69cd3316d2035b6cec1fb,7a380cb5434e6b6b5b37d45bb99dbe8a,9890,sao bernardo do campo,SP,89,0,0,32.0,1.0,1681.0,45500.0,36.0,3680.0,SC,0.0,10.99,FEMALE,SAL,OWNED,26-07-1981,33.0,2,1,0,100000.0,0,,,45500.0,,,0,0,0,TIER 3,0
90,Vanessa Lutz,harriscameron@example.org,harriscameron,1951-11-13,Female,North Michelleburgh,2024-02-11,2025-02-10,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,Medium,4.7,3,West Ham,Tottenham,0,0,2020,10,18,16,P Tierney,2.2,0.8,14.2,4.6,10.6,5.0,2.0,0.0,1.4,0.8,9.6,2.6,10.6,5.2,1.0,0.0,0.4,2020-10-18 16:00:00,Booz Allen Hamilton Holding Corp,17622416852,0.11512,2.31618,0.69035,0.15328,19.35193,0.72919,22.4303,"Good Quality, Fair Valuation",0.54853,2014.0,5.9,12,59200000.0,50000000.0,3826.0,3,0.0,2117798.0,2124.0,485.0,626.0,3603000.0,75583712,27,48,0,0,34,0,S,5,9,37922,F,2022484408,4/1/2016 8:06:10 AM,86,90,"Bilderdijkkade 22 IV, Amsterdam",1053 VC,475000.0,60,3,4.868057,52.370073,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8n_(28)_03_01.jpg,512,612,8280301,"[483, 482, 36, 30]",1080,0,0,[],1,mango,109,6bed27564bd99d78d09c1fac13da56fd,463093247faa080167d77f2e6d1b297d,13321,salto,SP,90,0,3,33.0,4.0,1448.0,37900.0,36.0,1244.0,SC,1.0,12.5,MALE,SELF,OWNED,07-09-1962,52.0,7,2,5,305000.0,0,109250.0,317800.0,37900.0,125.0,40.0,5,5,2,TIER 3,1
91,Jenna Pham,marybeltran@example.org,marybeltran,1937-08-15,Male,Harryland,2024-01-13,2025-01-12,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,High,3.4,9,Leicester,Aston Villa,1,0,2020,10,18,19,J Moss,2.4,0.4,9.8,5.0,11.4,6.4,2.2,0.0,1.6,0.8,12.6,4.2,12.8,4.0,1.8,0.0,0.6,2020-10-18 19:00:00,BOSTON SCIENTIFIC CORP,133130836720,0.17769,2.96533,0.08532,0.08211,70.0244,0.55486,74.79391,"Moderate Quality, Overvalued",0.68963,2014.0,5.6,1,23200000.0,100000000.0,2658.0,1,0.0,355563.0,1568.0,106.0,267.0,370000.0,71485085,33,48,0,0,38,0,M,6,9,36947,F,2022484408,4/1/2016 8:06:20 AM,88,91,"Jan Mankesstraat 13 hs, Amsterdam",1061 SR,475000.0,124,5,4.837522,52.364821,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9s_(60)_04_03.jpg,512,612,9600403,"[49, 128, 51, 41]",2091,0,0,[],1,mango,110,670254dd2e886ffe621b3831afb47d7d,914b142462685e3161cf3a9f4152a028,44380,cruz das almas,BA,91,0,0,28.0,0.0,988.0,22725.0,30.0,1244.0,MO,0.0,12.15,MALE,SELF,OWNED,04-09-1989,24.0,12,4,7,700000.0,0,700000.0,43663.0,40000.0,,58.0,0,0,0,TIER 3,0
92,Alicia Williams,xpierce@example.org,xpierce,1991-06-20,Male,Lindseyland,2024-02-22,2025-02-21,Monthly,Amex,Manual,Frequent,Books,Comedy,Tablet,Medium,4.2,2,Aston Villa,Leicester,0,1,2020,10,18,19,J Moss,2.4,1.2,14.0,5.2,13.0,5.6,2.6,0.0,1.0,0.2,14.4,5.2,15.2,4.6,2.8,0.2,0.8,2020-10-18 19:00:00,BOX INC,4748013603,0.06688,-0.03868,2.15086,0.51808,15.58031,0.565,15.45886,"High Quality, Fair Valuation",0.768,2014.0,6.1,1,134000000.0,25000000.0,2663.0,1,0.0,8429023.0,27484.0,977.0,2195.0,21586000.0,70632052,30,36,0,0,24,0,S,0,4,36405,F,2022484408,4/1/2016 8:06:25 AM,90,92,"Sassenheimstraat 30 1, Amsterdam",1059 BH,395000.0,56,2,4.848779,52.348138,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9s_(60)_04_03.jpg,512,612,9600403,"[70, 158, 57, 75]",4275,0,0,[],1,mango,111,f7cb015ff73be957ee6a30e2577742c5,e235442a956c524e6c141141171f5801,27700,vassouras,RJ,92,0,0,31.0,0.0,1461.0,35900.0,36.0,1545.0,MC,2.0,15.5,MALE,SELF,OWNED,08-10-1975,38.0,1,1,0,,0,,,35900.0,,,0,0,0,TIER 3,0
93,Laura Saunders,sara71@example.net,sara71,1945-02-21,Male,Kevinchester,2024-02-13,2025-02-12,Annual,Mastercard,Manual,Occasional,Books,Drama,Tablet,Medium,3.9,3,West Brom,Burnley,1,0,2020,10,19,17,A Taylor,1.0,0.8,8.0,3.2,11.2,3.0,1.0,0.2,2.6,0.6,14.8,7.0,14.0,6.4,1.8,0.0,0.0,2020-10-19 17:00:00,BOYD GAMING CORP,6318938117,0.24679,2.93395,0.30644,0.15204,12.95725,0.17287,18.65138,"Average Quality, Fair Valuation",0.48717,2014.0,6.4,12,132000000.0,103000000.0,3948.0,2,4.0,3849768.0,9783.0,704.0,1151.0,154400.0,71960098,35,36,0,0,35,0,M,3,14,38970,T,2022484408,4/1/2016 8:06:35 AM,91,93,"Oudezijds Voorburgwal 161 E, Amsterdam",1012 ET,375000.0,47,2,4.896579,52.372127,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8s_(54)_04_03.jpg,512,612,8540403,"[18, 12, 53, 69]",3657,0,0,[],1,mango,137,ea2196dc456ba36fe4f6b81dca4867d4,4a4de987b37555970ffcc9608d858a72,44033,feira de santana,BA,93,0,0,36.0,0.0,1798.0,47900.0,36.0,1520.0,MC,2.0,11.7,MALE,SELF,OWNED,01-01-1982,32.0,3,3,0,45131.0,0,45131.0,,53000.0,,,6,6,3,TIER 2,0
94,Connor Morris,umiller@example.org,umiller,1981-03-04,Female,North Melissaville,2024-02-08,2025-02-07,Annual,Mastercard,Manual,Frequent,Clothing,Drama,Smartphone,High,3.9,4,Burnley,West Brom,0,0,2020,10,19,17,A Taylor,0.6,0.2,11.0,3.6,12.8,4.4,2.0,0.0,1.8,0.6,10.2,4.2,11.2,6.6,1.0,0.0,0.0,2020-10-19 17:00:00,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,6345462519,0.08625,3.71404,0.08333,0.0974,29.19861,0.40563,37.3548,"Low Quality, Overvalued",0.22644,2014.0,6.2,1,58600000.0,100000000.0,3372.0,1,7.0,3305047.0,11733.0,1077.0,4319.0,250000.0,74005648,56,48,4,97,48,0,U,20,11,61276,F,2022484408,4/1/2016 8:06:40 AM,93,94,"Amstelveenseweg 186 4A, Amsterdam",1075 XR,400000.0,37,2,4.855832,52.352385,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8s_(31)_02_01.jpg,512,612,8310201,"[430, 149, 51, 56]",2856,0,0,[],1,mango,138,09241c552e9fe2420997a6c535e9d408,44e9a1246448bd68a2e3bf0f1966c57a,4537,sao paulo,SP,94,0,1,35.0,1.0,1658.0,43400.0,36.0,1912.0,SC,1.0,12.5,MALE,SAL,OWNED,02-12-1987,27.0,15,2,11,108565.0,0,,244197.0,43400.0,58.0,76.0,8,8,1,TIER 1,0
95,Shannon Farmer,coffeyparker@example.org,coffeyparker,1958-12-15,Female,Justinchester,2024-02-03,2025-02-02,Annual,Mastercard,Auto-renew,Frequent,Clothing,Drama,Tablet,High,4.6,6,Leeds,Wolves,1,0,2020,10,19,20,D Coote,1.8,0.8,11.6,5.6,9.4,5.4,1.2,0.0,1.8,1.0,16.0,4.2,13.8,6.0,1.4,0.0,0.4,2020-10-19 20:00:00,"BRINKER INTERNATIONAL, INC",5426002510,0.06773,2.57055,14.66142,0.15837,25.03411,0.44911,34.19976,"Average Quality, Fair Valuation",0.14882,2014.0,6.6,9,3090000.0,5000000.0,371.0,1,1.0,909596.0,2214.0,186.0,632.0,,73446095,26,48,0,0,35,0,M,4,9,38849,F,2022484408,4/1/2016 8:06:45 AM,94,95,"Nova Zemblastraat 544, Amsterdam",1013 RP,325000.0,42,2,4.879081,52.390874,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8s_(31)_02_01.jpg,512,612,8310201,"[506, 219, 65, 66]",4290,0,0,[],1,mango,139,e50a30de3c32f9406a7185f40ce6874d,b4d6e1b900d99b52e901860bc1f44e35,71540,brasilia,DF,95,0,0,33.0,0.0,1734.0,43850.0,36.0,1487.0,MC,0.0,14.1,MALE,SELF,OWNED,13-11-1985,28.0,8,3,5,1134259.0,0,2266305.0,153979.0,43850.0,31.0,55.0,24,24,12,TIER 1,1
96,Mackenzie Harris,andersonemily@example.net,andersonemily,1963-11-06,Female,Lake Barryland,2024-03-01,2025-03-01,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Smartphone,Medium,3.2,9,Wolves,Leeds,0,1,2020,10,19,20,D Coote,1.0,0.4,10.6,3.0,10.2,4.2,0.8,0.0,1.4,0.6,12.2,4.4,9.8,5.8,1.6,0.0,0.6,2020-10-19 20:00:00,BRINKS CO,4004650849,0.09024,5.92255,0.32766,0.11567,17.31245,0.35556,29.78182,"Moderate Quality, Overvalued",0.25288,2014.0,7.5,8,37400.0,5000000.0,,1,0.0,827239.0,3221.0,89.0,432.0,217000.0,74618819,50,48,0,0,44,0,U,17,6,63441,F,2022484408,4/1/2016 8:06:50 AM,95,96,"Achillesstraat 113 2, Amsterdam",1076 RA,400000.0,53,3,4.864958,52.343986,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear8s_(31)_02_01.jpg,512,612,8310201,"[524, 0, 53, 28]",1484,0,0,[],1,mango,140,f89c1a6b9c966869e441e55bc14acddc,809353196a0456095716566dd226bb48,13569,sao carlos,SP,96,0,0,33.0,1.0,1514.0,37500.0,36.0,3273.0,SC,0.0,15.1,FEMALE,SELF,OWNED,21-02-1984,30.0,2,1,0,,0,,,37500.0,,,0,0,0,TIER 1,0
97,Stephanie Potter,heather10@example.org,heather10,1958-05-05,Female,New Teresaburgh,2024-03-25,2025-03-25,Monthly,Amex,Manual,Regular,Electronics,Romance,Tablet,High,3.7,3,Aston Villa,Leeds,1,0,2020,10,23,20,P Tierney,2.4,1.2,14.0,5.2,13.0,5.6,2.6,0.0,1.0,0.2,14.4,5.2,15.2,4.6,2.8,0.2,0.8,2020-10-23 20:00:00,Broadcom Inc.,772279755324,0.30554,4.19512,0.07761,0.12306,39.74515,1.37026,44.52382,"Average Quality, Fair Valuation",0.63898,2014.0,5.7,1,10500000.0,35000000.0,2486.0,1,17.0,3466458.0,6096.0,411.0,977.0,3678000.0,73572081,45,36,0,0,49,0,M,18,11,63162,T,2022484408,4/1/2016 8:07:05 AM,96,97,"Parnassusweg 151, Amsterdam",1077 DE,475000.0,80,3,4.868693,52.343328,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(44)_02_03.jpg,512,612,9440203,"[400, 327, 49, 53]",2597,0,0,[],1,mango,150,23e96758fd640560e9b1fbcda90abfc4,9e1f719fe5b17b9c51905fee6d6385c1,5565,sao paulo,SP,97,0,0,34.0,0.0,1740.0,45900.0,36.0,1496.0,SC,2.0,12.15,MALE,SAL,OWNED,02-10-1991,22.0,7,3,4,406532.0,0,479532.0,30186.0,73000.0,,53.0,1,0,0,TIER 1,0
98,Mitchell Potter,fsanchez@example.net,fsanchez,1979-08-27,Male,South Katieburgh,2024-01-27,2025-01-26,Annual,Visa,Manual,Regular,Books,Documentary,Tablet,High,4.7,4,Leeds,Aston Villa,0,1,2020,10,23,20,P Tierney,1.8,0.8,11.6,5.6,9.4,5.4,1.2,0.0,1.8,1.0,16.0,4.2,13.8,6.0,1.4,0.0,0.4,2020-10-23 20:00:00,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",26281404602,0.15438,3.28227,0.31144,0.1783,30.65069,0.5,34.3724,"Good Quality, Fair Valuation",0.29638,2014.0,7.5,9,52100000.0,20000000.0,2179.0,1,-5.0,3743181.0,16782.0,565.0,4973.0,9224.0,70367636,31,0,0,0,19,0,S,0,14,36531,F,2022484408,4/1/2016 8:07:15 AM,96,98,"Lamarckhof 11 I, Amsterdam",1098 TK,425000.0,68,3,4.944251,52.352317,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(44)_02_03.jpg,512,612,9440203,"[99, 317, 43, 39]",1677,0,0,[],1,mango,151,369708cabd9831ea6fde670a3b602a92,94b731a41867b47c3856e324840c4c99,3636,sao paulo,SP,98,0,0,33.0,0.0,1933.0,48900.0,36.0,1487.0,SC,0.0,14.1,MALE,SAL,OWNED,21-07-1984,29.0,1,1,0,,0,,,48900.0,,,0,0,0,TIER 1,0
99,Jonathan Rodriguez,nichole85@example.net,nichole85,1967-12-20,Male,East Shannonhaven,2024-02-29,2025-02-28,Monthly,Visa,Auto-renew,Occasional,Clothing,Action,Smart TV,Medium,4.7,7,West Ham,Man City,1,0,2020,10,24,12,A Taylor,2.2,0.8,14.2,4.6,10.6,5.0,2.0,0.0,1.4,0.8,9.6,2.6,10.6,5.2,1.0,0.0,0.4,2020-10-24 12:00:00,BROWN & BROWN INC,31269549947,0.30033,2.01341,0.16245,0.09141,29.98563,0.91698,33.21639,"Average Quality, Fair Valuation",0.48868,2014.0,5.4,3,176000.0,30000000.0,59.0,1,0.0,3726728.0,6221.0,405.0,1074.0,,73587732,51,48,0,0,51,0,M,24,11,32078,F,2022484408,4/1/2016 8:07:25 AM,92,99,"Cornelis van Vollenhovenstraat 4 B, Amsterdam",1063 KS,375000.0,101,3,4.819711,52.379837,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(44)_02_03.jpg,512,612,9440203,"[419, 384, 37, 47]",1739,0,0,[],1,mango,152,5f8b4882b5a4ec7bf6d2107e6cd0cf29,694cb45ff29b603ac2acd51016770097,24120,niteroi,RJ,99,0,1,35.0,1.0,1571.0,39000.0,36.0,3521.0,MC,0.0,15.0,MALE,SELF,OWNED,01-06-1968,46.0,1,1,0,,0,,,39000.0,,,0,0,0,TIER 1,0
100,Jennifer Davis,zunigashelly@example.org,zunigashelly,1950-01-15,Female,West Nathanielton,2024-02-14,2025-02-13,Annual,Mastercard,Auto-renew,Regular,Books,Drama,Smart TV,Low,4.5,5,Man City,West Ham,0,0,2020,10,24,12,A Taylor,1.6,1.0,16.0,5.6,10.8,7.0,1.8,0.0,1.6,0.4,9.2,4.0,9.8,4.6,1.6,0.0,0.4,2020-10-24 12:00:00,BROWN FORMAN CORP,18613375255,0.26766,2.51324,0.28514,0.1421,17.97942,0.24151,20.48454,"Good Quality, Fair Valuation",0.59643,2014.0,5.5,1,17200000.0,95000000.0,2875.0,1,0.0,23360.0,36.0,5.0,5.0,804300.0,70432853,26,48,0,0,35,0,S,5,9,37479,F,2022484408,4/1/2016 8:07:30 AM,94,100,"Van Boetzelaerstraat 73 II, Amsterdam",1051 EA,365000.0,47,2,4.8711780000000005,52.382031,https://datasetsnaitik.s3.us-west-2.amazonaws.com/images/gear9n_(44)_02_03.jpg,512,612,9440203,"[445, 383, 36, 45]",1620,0,0,[],1,mango,153,ad6891a1937cb8723a2c08ba1ae59873,9dbb05f5577e862337b93feb8f358839,65058,sao luis,MA,100,0,0,34.0,0.0,1890.0,46900.0,36.0,1796.0,SC,0.0,15.0,FEMALE,SAL,OWNED,14-08-1986,27.0,6,5,1,81000.0,0,161000.0,,46900.0,,95.0,1,0,0,TIER 2,0
